text,airline_sentiment
@USAirways  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.,negative
@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr,negative
@SouthwestAir might be the worst airline ever,negative
@AmericanAir now I understand!!,neutral
@USAirways I respect the stress of a merger but one rep to reschedule/replane 15 ppl who are already Late Flight? #youcandobetter,negative
@SouthwestAir Landed in Nashville! Thanks for taking care of us! http://t.co/RYXbPLgMnK,positive
@united thanks for not letting me switch flights Bc I had a checked bag then Cancelled Flighting my flight forcing me to take another 3 hrs Late Flightr!,negative
@united gives Belfast a #Hug with the new unmissable #BusHug format #impact #busads #thinkbus @BelfastAirport http://t.co/AvbdstJUJS,neutral
@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk,neutral
"@united so our flight into ORD was delayed because of Air Force One, but the last flight to SBN is at 8:20, 5 mins from now we just landed.",negative
@SouthwestAir is my favorite airline!  I can't wait to book my flight to New Orleans for my trip in April!! :) :),positive
@united hoping to get out earlier than 2/23 (only phone option) or assistance with hotel.,neutral
@USAirways the only time I tweet is to tell you how horrible you're attendants are. Flight 3841 to LGA. I feel in jail,negative
@USAirways have done that. Sadly no flight from CLT has gotten to IND today and we head back to Tampa tmrw.,negative
@SouthwestAir not at all. Rerouted to snowy BWI been trying to figure out how to get out of here. Now dealing with more baggage troubles.,negative
@AmericanAir that's quite an impressive list of fees!,negative
@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.,positive
@united flight 1136 from Chicago to Houston over 2 hours and no pretzels or peanuts?! Seriously about passed out.,negative
@USAirways so disappointed. Least you could do is give us access to admirals club for an hour before our flight to our wedding!,negative
@AmericanAir I'm still on hold if you're wondering...  4 hours 37 minutes and counting.  #ServiceFail #OnHoldForever #Suboptimal,negative
@JetBlue Wish Everyone felt like you,positive
@united at this point I made it home on my own.,negative
"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single.",positive
@JetBlue tried them not helpful. Really dissatisfied with Flight Booking Problems my whole trip with jet blue this time around besides the flights.,negative
@JetBlue I guess you weren't able to do anything to improve the time.. and now it looks even Late Flightr.. going to be a #zombie tomorrow,negative
@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again,negative
@SouthwestAir I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx,neutral
"@VirginAmerica Thanks so much for the awesome support, you guys rock!",positive
@JetBlue please provide me your direct email for me to explain.,negative
"@united Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though.",negative
@USAirways I tried speaking to multiple people at your reservations desk after 30 min on hold. #waivethefee #poorcustomerservice #Neptune,negative
@USAirways the flights weren't from this morning... It was 4 flights 2 on Thursday and 2 on Monday which turned into Tuesday,negative
"@USAirways wont waive fees for flight Cancelled Flightlation due to #neptune To use credit, $200 fee. Couldnt reach destination @BostonBBB #notmyfault",negative
"@United what the...? I go into the ""all airlines lounge"" w/ my Star Alliance Club Card in BCN only to be told Star Alliance isn't accepted",negative
@AmericanAir I have almost 3 million miles w u so I am loyal to u.  When r u going to reciprocate?  What a joke,negative
@SouthwestAir Am I flying on Spirit air?,negative
@united @ShulemStern @gg8929 Raise a dispute with your cc provider and they will hopefully clear it for you.,neutral
@united is my favorite airline.,positive
@SouthwestAir Thank u Thank u Thank u for coming through for us! I sincerely didn't think it would happen. &lt;3 #SWA #THANKYOU,positive
"Currently on @JetBlue, my new robotic love-doll. Reminded heavily of @pattonoswalt's bit about them-hence an excuse to say ""huxleyesque.""",neutral
"@VirginAmerica Hi, I'm trying to do check-in but the website is not working. I tried 3 different browsers and the problem continues",negative
@JetBlue incredible PR team. 👏👏👏👏,positive
@united just did! Thank you!,positive
@USAirways  And now your half assed plane is falling apart. Some one tell my family I love them! #DoBetter http://t.co/UA6doUA34l,negative
@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround,negative
"@USAirways I intend to..very much. My 4,000 followers will as well.",neutral
@USAirways #stuck in Florida with no flights... Service sucks here. #nofood #nodrinks #nohelp,negative
@AmericanAir 12 calls in the span of two days........none of which available to speak to someone.  You are un F-in believable.  worst ever,negative
@united Just sent! Thanks :),positive
@SouthwestAir @FortuneMagazine Congrats!,positive
@USAirways on hold with 800-428-4322. Flight from DSM to DCA was Cancelled Flighted (4473). Know when it will fly?,negative
@SouthwestAir how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane.,negative
@SouthwestAir shhhh i don't want something else to steal our deal😉,positive
. @USAirways It's been Cancelled Flighted. Your SM response is slow.,negative
@USAirways I have been trying to book a flight using my miles for 3 straight days. 210 min on phone - still haven't talked to a human.,negative
@united rep wouldn't rebook. This is such a waste of time and poor communication,negative
@AmericanAir Now you've Cancelled Flightled my flight. First a priority ticket bumped and now this. You're losing customers. People are furious.,negative
"@shannonwoodward If you want, we can keep you updated on who's wearing who, &amp; who's with who, &amp; who wins what. We're nice like that. ;)",neutral
@AmericanAir What are we going to do about the nightmare you guys out me through yesterday? Zero response from the tweet you last sent me.,negative
@USAirways DCA to RSW at 8:30am Cancelled Flightled.  Rebook to Charlotte Cancelled Flightled.  Can we rebook selves online???,negative
"@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice, no message, no email.  NOT NICE FOR WE PLATINUMS.",negative
@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker,positive
@USAirways Thank you so much its been a very stressful day,positive
"@united I'm fully aware, it's just that your rules are harsh toward the client. Especially since you're going to resell my seat for more $.",negative
@JetBlue flight 1183 to Orlando.,neutral
@AmericanAir your customer service is a disgrace.,negative
@USAirways ok thank you we were told ground delay due to snow.,positive
@united why are your agents working so slowly to rebook people who are on #UA1481. We have all wasted an entire day at STT.,negative
"@AmericanAir and feel free to email me mikehertz7@gmail.com - don't worry, we're not going anywhere but this damn Tarmac for a bit!",negative
@USAirways how can i get ahold of a reservations supervisor?,neutral
@USAirways that is certainly not the impression she's under.,neutral
@SouthwestAir Can I book a flight on my own and get reimbursed by you?,neutral
@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail,negative
“@JetBlue: Our fleet's on fleek. http://t.co/vOUUFRN4jS” YASSS JetBlue ! Tell them !,positive
"@JetBlue I now learned that customer service at SXM works for the airport, not JetBlue. They need a supervisor to do anything.",negative
"@united It was quite enjoyable. 😊 

Except now he's stuck on the runway in Houston. 😕",negative
"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",negative
@USAirways How will I change it?,neutral
"@AmericanAir Yes. However, the seats they assign us that day are never together. I just want to sit with my husband! Why is that impossible?",negative
"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff",negative
"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO",negative
"@united I don't have a milage number. I can't sent my mail to you via DM, you're not following me. I follow you now, so you can sent me a DM",neutral
@AmericanAir I was just called abt my flight Cancelled Flightlation- a flight that was Cancelled Flightled at 10:30a Sunday. Two 4:00a calls are not okay.,negative
@SouthwestAir @FortuneMagazine Love flying Southwest! Best flight attendants ever!,positive
@USAirways I have been doing that all day. Can't find my bag anywhere bc they're saying it was never scanned &amp; technically never left LAX.,negative
@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew,negative
"@USAirways Have a 6:05pm flight out of PHL Sat, 2/21. Snow expected. Are we able to switch to an earlier flight without penalty?",neutral
@AmericanAir I've never witnessed such covert tactics from an airline.,negative
@USAirways I waited customer service 32 minutes on the phone w/o response. Had to hung up in the end since my battery died due to waiting!,negative
@JetBlue flight 16 now sent back to the gate even though the app says its leaving. Anyone have a clue? It's 36 and sunny at JFK,negative
@USAirways no one is coming to line. On hold for 4 hours. Can u help here if I provide conf code?,negative
@SouthwestAir its flight #218 of that matters to you all. Hell next we all won't get our luggage properly transferred #facepalm #smh,negative
@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,positive
“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,positive
@united thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment.  Super nice agent at gate C4 ORD,positive
@AmericanAir everything's good now brothaaaaaa,positive
@SouthwestAir have sent you a DM with the details. Thanks!,positive
@AmericanAir why do I have to wait for 2 hours to talk to someone when you changed my flight?,negative
“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,neutral
@AmericanAir our flight was Cancelled Flightled and rebooked to United. You didn't give them accurate ticket number now we can't check in. #annoyed,negative
@AmericanAir yes. Shows Cancelled Flightled &amp; asks for her to contact you at 800 number.,negative
@united  they were empty upon takeoff. Why can't someone sit there?,negative
@SouthwestAir if you guys fuck this up again  I will never forgive you,negative
@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,neutral
@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,positive
@JetBlue are @AskAmex Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?,neutral
"@USAirways even if I was the single most unreasonable human being on planet earth, there is no excuse for his treatment of me.",negative
"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!",negative
@AmericanAir man we have been sitting in #UA4753 on the tarmac for 30 mins...rescue us please!,negative
"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!",positive
"@JetBlue it seems I never received an ID, just a password.",negative
@united I can't tell/purchase through the website because they put us on a Lufthansa flight for the first leg.,negative
@JetBlue what's a good address to send feedback over email?,neutral
.@USAirways Have you just given up?,negative
@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting....,negative
@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D,positive
"@AmericanAir  beyond frustrated with no call back from auto hold or whatever you call it. Entered my number at 11:30 CST, still no call 2:26",negative
@JetBlue where exactly can I leave a note,negative
@JetBlue #1691 out of JFK. no one has info &amp; no answers as to why we boarded the plane. the team is in an awkward spot &amp; everyone is cranky,negative
@JetBlue my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.,negative
@SouthwestAir last 5 flights have all consistently ran behind schedule what's up with that ??,negative
@united that is not in line with your responses here. And now I'm waiting until tomorrow morning because all the flights are overbooked.,negative
@AmericanAir 2nd time in 4 days that my flight has been delayed and my gate agent hasn't said anything! Thanks for the memories. #NeverAgain,negative
@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-),positive
@JetBlue great.,positive
@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝,negative
@SouthwestAir there really should not be guidance to call via phone if you are that back logged. I could have done it online in 3 minutes.,negative
"@USAirways Why were we loaded onto the plane (4 hours Late Flight, mind you), made to sit for 40 minutes",negative
@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers,negative
@virginamerica Trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,negative
@AmericanAir I would like a refund for this flight. They delayed the flight 5 times. I feel like you're making fun of us.,negative
@SouthwestAir I will say that your customer service has consistently been the very best!!!,positive
@AmericanAir you're my early frontrunner for best airline! #oscars2016,positive
@SouthwestAir sending now via dm,neutral
"@AmericanAir Changed flight from BNA to 2/20 ahead of weather. Slammed me with cost diff because ""no weather advisory.""Really!",negative
@united or frontier ... http://t.co/n8WiNFu6C5,neutral
@USAirways you can send my luggage to my house👋,negative
@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open,neutral
"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",negative
@USAirways - 53 minutes on hold for a reservation?,negative
@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing,positive
@united now the weight restriction? 'We'll try to get as many of you as we can on this plane',negative
@united sloppy stuff you don't see anymore - united has raised my expectations - this team was poor,negative
@AmericanAir I would purchase it if I was there by choice but you guys Cancelled Flightled my flight and have me stuck at DFW for 7 hours!,negative
@JetBlue ok thanks. Safety first.,positive
"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",positive
@AmericanAir there is a fat man stuck in your airplanes bathroom,negative
@USAirways Worst experience ever. Unable 2 help over phone and told at last min cabin crew unavailable for flight. Never again #USAirways,negative
@AmericanAir I did. 5 times. With 4 of those being hung up on. The other one it finally sent me to the call back notification. #FixYourStuff,negative
@JetBlue you guys rock!! http://t.co/LA397zaoAY,positive
"@AmericanAir once again flying AA4285, once again 60+ min delay because of mechanical issues. Perhaps you should consider maintenance?",negative
@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE,negative
@SouthwestAir had to rebook through Atlanta &amp; now drive to #Nashville. Had to pay ridiculous price difference. Bad weather good for business,negative
@SouthwestAir have u seen any of the messages the past hour ?,negative
@united Thanks JT,positive
@AmericanAir my flight was Cancelled Flightled I called they said they'd call back in 1:36. They did And hung up now saying I have to wait 2 hrs!!,negative
@USAirways any chance of a travel advisory or DCA this weekend?,neutral
"@united Supposedly, they're out for delivery. I'll believe it when I see it.",negative
@VirginAmerica any updates on flight 413 from Jfk &gt; Lax,neutral
@JetBlue BOS. Everything current now. Thanks for the follow up,positive
@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good,positive
"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??",negative
@JetBlue Not helping since there's a bunch of us trying to get off at the same time.,negative
@USAirways thanks for overFlight Booking Problems first class and automatically downgrading my upgrade 3 min before boarding. #ffstatusdontmatter #thenewaa,negative
@JetBlue 653. Just for update that gate got moved to complete opposite end of the terminal. Airline is a disaster.,negative
"@united because of the horrific flight experience, you guys have made me NEVER want to fly on an airplane every again!!!!!!!",negative
@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.,negative
@VirginAmerica delayed to10.30!!,negative
"@AmericanAir @sweetmel If weather is bad, wouldn't your folks try extra hard to communicate...or load bags onto flight 1320...or...anything?",negative
"There were plenty of empty seats in coach ""@united: Your dissatisfaction is understood. Crew members traveling for duty are pre-booked on f""",negative
@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink 😕,negative
@AmericanAir can you help me update a birthday that was incorrectly input in a reservation? This is preventing me from checking in,neutral
"@JetBlue come on! Already delayed 2+ hrs on flight 1415 as we waited for the pilot to come from Boston, now you reassign him?! Endless trip.",negative
"@AmericanAir stop sending me back to ""customer relations ""I have hand written a letter to them, send in a letter, called them, no help!!",negative
@JetBlue People kept saying it was due to weather but there were flights going directly to boston even after our flight.,negative
@USAirways Mellani B. and whole team in Columbia SC are absolute superstars. Incredibly helpful.,positive
@united Made@it to the gate at 8:23 and they wouldn't let us on. http://t.co/xAToxBnsFa,negative
@USAirways plz plz plz hold 4438 to EYW. The 810 PHL &gt;CLT is sooo Late Flight. Gonna miss the connection for @jabevan221 's 40th #GTH239,negative
"@AmericanAir My baggage is lost, my flight Cancelled Flightled and i get no accommodations? Not even to another airline. At least one free hotel?",negative
@united service staff to is less than friendly!,negative
"@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!",negative
@United ticket counter Masters out of SMF not very helpful.,negative
@USAirways #SOS WHERE IS MY BAG ?,negative
"@AmericanAir yes but you are still human I hope, dealing with all the horror stories people share... I complained to DOT. Everyone should",negative
@united I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?,negative
@AmericanAir Funny you should say that. I have been monitoring since January 1st. No change in availability. #fakeawards #LUVisbetter,negative
"@JetBlue customer service was so bad updating my points, once I use my next points, I won't be flying you. Point system is almost a sham.",negative
@JetBlue I'll pass along the advice. You guys rock!!,positive
@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,positive
@JetBlue will I be charged a fee to do so?,neutral
@AmericanAir Flight  AA1691 LAX to LAS closes too early and gate agents give us hassles #PatheticCX,negative
@USAirways has the WORST customer service and their flights are always delayed,negative
@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,neutral
@AmericanAir Joanna did a WONDERFUL job!  Thank her for me?,positive
@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.,negative
@united it's disgusting and unconscionable the treatment I've received tonight.,negative
@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?,negative
"@AmericanAir  so far all I am getting is ""maybe your bag will come today. We don't know."" Website says ""status unknown""- can you help?",negative
@JetBlue the fact that #ChrisHasMadeUsBLUSH isn't trending is how you know I'm loyal ;),neutral
@USAirways Ill never fly you again due to the emotional &amp; financial stress you have caused me because of one of your staff members errors.,negative
@USAirways they weren't able to without reFlight Booking Problems and recharging the amount plus $25 fee for help over phone. Spoke to 2 agents &amp; Jeanine,negative
@AmericanAir try this. DPDFPP,neutral
@JetBlue woof I'm on the red cArpet http://t.co/iIdrbLNOoX,neutral
"@USAirways - thanks, I hope so. Maybe you can put in a good word for me? ;-)",positive
"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful",negative
@AmericanAir cannot understand how you are part of oneworld all other member treat their customers fairly #tcf #oldplanes #damageluggage,negative
@JetBlue Thank you!,positive
@SouthwestAir me not to be able to rebook another flight. Drove to ATL to catch a flight.... Was charged $40 just to get the a group I had,negative
@JetBlue Shocked by misbehavior and cheap comments from jet airways staff to passenger at Delhi Airport Friday boarding to Dubai. Disgusting,negative
@SouthwestAir TSA Pre isn't showing up on my boarding passes and I've followed all of the steps. Please help.,negative
@SouthwestAir thanks!,positive
@JetBlue BEST SEAT ON A E190 to board early. READY. SET. GO!,positive
@USAirways Please staff your flights approproately. Our entire flight is delayed because FA isnt here. I shouldnt have left Delta...,negative
@united How can I verify if wheelchair assistance has been requested for my next flight?,neutral
@AmericanAir have been waiting for a call back for over two hours jan to die tomorrow at 6am Cancelled Flightled what are my options?,negative
@united thanks! We would like an apology and a full refund. Please confirm when we will receive.,negative
@AmericanAir Trying  to Cancelled Flight fligt 2321 O'Hare to Dallas 12:17pm. High call volume no one answer. Online no confirmation. #thankU,negative
"@AmericanAir Got an email about an itinerary change, but can't seem to get to anyone on phone. New flight time doesn't work for me. Help?",negative
"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",negative
@SouthwestAir @FortuneMagazine Love SW forever😃💕😍⤴⤴,positive
@AmericanAir Please stop changing my flights for Spring Break. This is the 5th time!,negative
@SouthwestAir I was not the one traveling. I was asking for my sister who was waiting on my nephew in Midland...flight eventually landed,neutral
@SouthwestAir suggestion- shades on the windows @KCIAirport so travelers won't have to watch ur luggage handlers throwing their bags around,negative
@SouthwestAir can you tell me if flight 805 from MDW-FLL tomorrow (2/24) is at full capacity?  i'm hoping for a little bit of extra room! 😊,neutral
@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv,positive
@united yes I have,negative
delete your account @JetBlue,negative
@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta,negative
"@AmericanAir attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)",positive
@USAirways 4420 delayed further?,negative
@SouthwestAir Thanks. I'll keep checking. I'm trying to book our first Disney World vacation.,positive
"@USAirways after 3 Cancelled Flightlations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic",negative
@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,positive
@AmericanAir thanks!,positive
@SouthwestAir crazy how every airline flew out to the northeast tonight except you,negative
@USAirways horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags.,negative
@SouthwestAir I'm sorry for straying and going with @AmericanAir I've learned my lesson. These attendants need some SW happiness!,negative
@USAirways @AmericanAir  Also your on-hold message is trying to sell Valentines Day gifts.  Over a week Late Flight.  Sounds about right for USAir,negative
@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(,negative
@united no my concerns were not addressed,negative
@AmericanAir … Been trying to book a whole new flight since 2 hours!! what is wrong with your website?,negative
"@SouthwestAir LOVE your TV ad with the girl dancing. Makes me laugh every time, AND now I want to take a trip! :-)",positive
@USAirways Okee doke,neutral
@SouthwestAir  how do you get one?,neutral
"@united makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded.",negative
"@SouthwestAir oh, is it only in Atlanta?",neutral
@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care,negative
"@united cool, thanks.",positive
@united we followed the baggage rules on your website and was still charges $150. But only going one way,negative
"@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy",negative
@JetBlue continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue,negative
@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter,negative
@AmericanAir anything in particular I should ask for.   Will they want me to document my mileage plus status!,neutral
@SouthwestAir for your loyal A-list customers it should be easier to get help and bring resolution to issues with your rewards program.,negative
@JetBlue OOH! Good one! Speaking of #MiAmore - Just know that #IAdore https://t.co/fWZClBvuG4 Loving #LoveSongFriday,positive
@USAirways 😂. Passed frustrated 4 hours ago after being asked to get off the first plane I sat on for an hour.,negative
@USAirways on a happy note our 719 crew is wonderful. Can't say enough great things about our pilot. He's doing all he can for us.,positive
@JetBlue Success! Good work JetBlue team,positive
"@JetBlue flt1533 to Carta what is goin on?! 1st told plane coming from hangar, then gate change, now no one knows wat plane we're getting on",negative
.@AmericanAir Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩,negative
@USAirways oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem,negative
@JetBlue cool! Are there stairs at JFK? I can walk short distances but not stairs.,positive
@USAirways Now going on 26 minutes on hold.,negative
@JetBlue Flight is 100% full.,negative
"“@SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3S” Thanks again SW",neutral
"@united Thanks Yup I'm all set.  It happens.   SLC ground staff were prompt,  helpful and courteous.",positive
"@AmericanAir is there something wrong with the website? no matter what flight I select, it says it's no longer available.",negative
"@SouthwestAir not sure why we are still here in Dallas.  Plane has been at gate for 30 min.  No update at all.  Flight 1140, poor service.",negative
@SouthwestAir some woman gets on plane and holds 2 seats in the bulkhead for her friends with C boarding passes. I paid $ earlybird thx,negative
“@JetBlue: Our fleet's on fleek. http://t.co/cRFrwpc1Sx”😂😂😂,neutral
@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed,negative
@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her.,negative
@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?,negative
"@AmericanAir If you are sorry, answer my claims (AA Ref#1-2990176298, 1-3001885409 and : 1-3001885409) accordingly, without using ""weather""",negative
@JetBlue Sent my suggestion and comments via the link provided..,neutral
"FYI, @JetBlue: The last email response - ""we undrstnd this wasnt best 4 you"" -but hope 2 wlcm u back onbrd N the future...   nice touch. lol",negative
@southwestair. So important to accept others for who they are. #SWADiversity,neutral
@JetBlue I hope so. Wanted an early flight to avoid the airport chaos but it's too Late Flight for that!,negative
@JetBlue do bags still fly free or have you started charging? thanks!,neutral
You have to follow me back so that I can DM @SouthwestAir,neutral
@USAirways me and my wife will be flying out of atlanta to vegas on March 7th since couldn't get any out of tricities here in Tn,neutral
Why “@JetBlue: Our fleet's on fleek. http://t.co/a7NvbJ8ipx”,positive
"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket.",negative
"@SouthwestAir no you are not, you just care about mighty dollar.",negative
@USAirways 45 minutes and moved two feet in BZE. 👎 http://t.co/AwGjkjIIac,negative
"@SouthwestAir @intuit @jhamilton2007 4 moms, 4 careers, 1 day trip to LA. #intuitlife #leanin http://t.co/2qJbCv5jzq"" #southwestairlines",positive
@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,negative
@SouthwestAir is there anything I can do to get tickets for @Imaginedragons at @VinylVegas? It would mean so much to me #DestinationDragons,neutral
@SouthwestAir Can I do the same thing as changing a ticket by Cancelled Flighting my current ticket &amp; buying a replacement online?,neutral
"@AmericanAir 
I still think American Airlines is great...I would just like to be treated better. Loyal customers first, right?",positive
@united it wasn't a comment. It was a question. But thanks for your copy and paste response,negative
@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.,negative
@united your plane's been waiting at the Gate for two hours with all passengers onboard in their cramped seats. Yuck.,negative
@JetBlue thanks!,positive
@JetBlue its a wonderful thing!,positive
@USAirways How dirty does the damn plane have to be to take an hour to get the plane cleaned??? Refund me my miles😡. #wasteoftime #theworst,negative
“@AmericanAir Thanks for info on super large passengers- the extra seat Mr. Big needed was the one i was sitting in already #customerservice,negative
@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP,positive
@united I'm DMing my info and no is assisting. My flight home left before m first flight had even landed,negative
@SouthwestAir I have the DM from @SouthwestVerity if needed,neutral
@united most terrible flight experience happening to everyone right now on Flight:UA1750 6 delays 4 hrs total missed all my flights now thnx,negative
@AmericanAir Who do I report missing baggage to when baggage claim leaves before midnight?,negative
@united I have $20 and I'll draw you a super sweet picture of your choosing. Will that get me round-trip to San Diego? 🌴🌴 It's so cold here.,neutral
@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!,negative
"@VirginAmerica Anytime, sugafly.",neutral
@united how much does it cost to check in an additional bag? Traveling from newark to glasgow. Thank you :),neutral
"@SouthwestAir Flying with you in about 2 weeks, bringing blankets bc it's freezing!😜",positive
@AmericanAir a free check bag a food comp a flying credit something to help out now that I'm an additional 200 dollars in the hole,negative
@USAirways Reservation agent on the phone did a great job.,positive
@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,positive
"@USAirways thank you.3860 to cincy.just landed.you should add frequent flyer miles to my account..  a long, incredibly frustrating day",negative
@AmericanAir well you spelled my name wrong.,neutral
@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?,negative
@SouthwestAir customer service you shouldn't use those words wasted my time and took my money #BadBussiness #Theft http://t.co/63zaQ2lt8f,negative
@JetBlue will call. Thank you!,positive
@USAirways help im falling out of one of your planes,negative
@USAirways I did. They told me it was a 40 min wait &amp; they'd call back. It's already been 45 min. Horrible,negative
@USAirways just hit 4hrs.  what is typical wait time right now? should i drive 2h30m to the airport service desk?,negative
"@djevolutionhd As an EP who travels 125K+ miles a yr with @AmericanAir , I would expect more from them than this horrible travel experience",negative
@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???,negative
"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",neutral
